,Year,Country of Origin (ISO),Country of Origin,Country of Resettlement (ISO),Country of Resettlement,Female 0-17,Female 18-59,Female 60+,Female Total,Male 0-17,Male 18-59,Male 60+,Male Total,Grand Total
495,2020,SOM,Somalia,SWE,Sweden,2.0,1.0,0.0,3.0,4.0,1.0,0.0,5.0,8.0
496,2020,COD,Dem. Rep. of the Congo,ISL,Iceland,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0
497,2020,COD,Dem. Rep. of the Congo,AUS,Australia,178.0,129.0,9.0,316.0,157.0,43.0,2.0,202.0,518.0
498,2020,SOM,Somalia,USA,United States of America,27.0,4.0,0.0,31.0,17.0,1.0,1.0,19.0,50.0
499,2020,SYR,Syrian Arab Rep.,ISL,Iceland,12.0,11.0,0.0,23.0,12.0,11.0,0.0,23.0,46.0
500,2020,ERI,Eritrea,FIN,Finland,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0
501,2020,SDN,Sudan,CAN,Canada,55.0,53.0,2.0,110.0,53.0,82.0,1.0,136.0,246.0
502,2020,All others,All others,CHE,Switzerland,7.0,7.0,0.0,14.0,3.0,6.0,0.0,9.0,23.0
503,2020,SYR,Syrian Arab Rep.,ARG,Argentina,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
504,2020,SYR,Syrian Arab Rep.,ITA,Italy,11.0,17.0,0.0,28.0,27.0,22.0,0.0,49.0,77.0
505,2020,ERI,Eritrea,FRA,France,2.0,5.0,0.0,7.0,0.0,19.0,0.0,19.0,26.0
506,2020,SDN,Sudan,CHE,Switzerland,16.0,21.0,0.0,37.0,20.0,25.0,0.0,45.0,82.0
507,2020,MMR,Myanmar,NZL,New Zealand,21.0,21.0,0.0,42.0,21.0,21.0,0.0,42.0,84.0
508,2020,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,1.0,4.0,0.0,5.0,2.0,6.0,0.0,8.0,13.0
509,2020,SYR,Syrian Arab Rep.,AUS,Australia,144.0,107.0,8.0,259.0,171.0,98.0,2.0,271.0,530.0
510,2020,All others,All others,NOR,Norway,90.0,65.0,0.0,155.0,66.0,30.0,0.0,96.0,251.0
511,2020,COD,Dem. Rep. of the Congo,FIN,Finland,44.0,39.0,0.0,83.0,48.0,33.0,1.0,82.0,165.0
512,2020,SYR,Syrian Arab Rep.,DNK,Denmark,8.0,6.0,0.0,14.0,11.0,6.0,0.0,17.0,31.0
513,2020,ERI,Eritrea,CHE,Switzerland,2.0,6.0,0.0,8.0,6.0,2.0,0.0,8.0,16.0
514,2020,SDN,Sudan,NOR,Norway,23.0,15.0,0.0,38.0,15.0,20.0,0.0,35.0,73.0
515,2020,COD,Dem. Rep. of the Congo,NZL,New Zealand,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
516,2020,MMR,Myanmar,USA,United States of America,19.0,0.0,0.0,19.0,18.0,1.0,0.0,19.0,38.0
517,2020,All others,All others,USA,United States of America,61.0,82.0,3.0,146.0,65.0,65.0,5.0,135.0,281.0
518,2020,COD,Dem. Rep. of the Congo,FRA,France,11.0,9.0,0.0,20.0,16.0,5.0,0.0,21.0,41.0
519,2020,SYR,Syrian Arab Rep.,SWE,Sweden,233.0,229.0,18.0,480.0,273.0,227.0,9.0,509.0,989.0
520,2020,SYR,Syrian Arab Rep.,NLD,Netherlands,149.0,161.0,6.0,316.0,155.0,194.0,6.0,355.0,671.0
521,2020,SOM,Somalia,ISL,Iceland,2.0,1.0,1.0,4.0,4.0,0.0,0.0,4.0,8.0
522,2020,SOM,Somalia,CAN,Canada,44.0,123.0,2.0,169.0,52.0,64.0,3.0,119.0,288.0
523,2020,SYR,Syrian Arab Rep.,ESP,Spain,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
524,2020,ERI,Eritrea,DEU,Germany,6.0,8.0,0.0,14.0,5.0,24.0,0.0,29.0,43.0
525,2020,COD,Dem. Rep. of the Congo,SWE,Sweden,11.0,16.0,1.0,28.0,21.0,14.0,0.0,35.0,63.0
526,2020,SDN,Sudan,AUS,Australia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
527,2020,SYR,Syrian Arab Rep.,CAN,Canada,235.0,216.0,5.0,456.0,285.0,231.0,7.0,523.0,979.0
528,2020,SYR,Syrian Arab Rep.,USA,United States of America,3.0,3.0,0.0,6.0,4.0,0.0,0.0,4.0,10.0
529,2020,SYR,Syrian Arab Rep.,NOR,Norway,134.0,107.0,1.0,242.0,165.0,94.0,1.0,260.0,502.0
530,2020,IRQ,Iraq,CAN,Canada,23.0,30.0,5.0,58.0,20.0,32.0,3.0,55.0,113.0
531,2020,SDN,Sudan,SWE,Sweden,20.0,27.0,1.0,48.0,26.0,25.0,0.0,51.0,99.0
532,2020,COD,Dem. Rep. of the Congo,USA,United States of America,81.0,5.0,0.0,86.0,86.0,6.0,0.0,92.0,178.0
533,2020,All others,All others,CAN,Canada,153.0,210.0,5.0,368.0,162.0,161.0,4.0,327.0,695.0
534,2020,COD,Dem. Rep. of the Congo,NLD,Netherlands,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
535,2020,SYR,Syrian Arab Rep.,CHE,Switzerland,51.0,61.0,1.0,113.0,90.0,63.0,0.0,153.0,266.0
536,2020,SYR,Syrian Arab Rep.,NZL,New Zealand,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0
537,2020,SDN,Sudan,USA,United States of America,2.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,5.0
538,2020,ERI,Eritrea,AUS,Australia,27.0,46.0,0.0,73.0,31.0,33.0,5.0,69.0,142.0
539,2020,All others,All others,FRA,France,96.0,72.0,3.0,171.0,76.0,58.0,0.0,134.0,305.0
540,2020,COD,Dem. Rep. of the Congo,NOR,Norway,109.0,129.0,3.0,241.0,126.0,117.0,1.0,244.0,485.0
541,2020,COD,Dem. Rep. of the Congo,DEU,Germany,25.0,20.0,0.0,45.0,24.0,26.0,0.0,50.0,95.0
542,2020,SYR,Syrian Arab Rep.,PRT,Portugal,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
543,2020,SDN,Sudan,DEU,Germany,25.0,22.0,0.0,47.0,22.0,7.0,0.0,29.0,77.0
544,,,,,,,,,,,,,,
545,"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data. In addition, resettlement departure figures reported by UNHCR may not match resettlement statistics published by States as Government figures may include individuals who were resettled outside of UNHCR processes. More information about UNHCR's resettlement programe can be found at http://www.unhcr.org/resettlement.html.",,,,,,,,,,,,,
